pred_xmin,pred_ymin,pred_xMax,pred_yMax,pred_length,pred_width,pred_height,pred_theta,pred_sin_theta,pred_cos_theta,filename,class,gt_xmin,gt_ymin,gt_xMax,gt_yMax,gt_length,gt_width,gt_height,gt_theta,gt_sin_theta,gt_cos_theta
729,718,784,767,3.406,1.649,1.586,-0.801,-1.36,-0.044,2017_0713_141736_077_000634,car,718,715,778,767,4.08971,1.7454,1.63277,-1.51388,-0.9983807030813159,0.05688560199960391
815,715,868,761,3.397,1.199,1.517,1.56,0.032,-1.474,2017_0713_141736_077_000634,car,823,723,866,757,4.06607,1.53037,1.49911,1.57045,0.9999999400288762,0.00034632678797351526
597,710,684,786,4.42,1.682,1.697,1.561,0.035,-1.741,2017_0713_141736_077_000634,car,584,714,687,791,4.21852,1.66673,1.66681,-1.41928,-0.9885433442642028,0.15093726018099676
908,716,938,773,3.924,1.647,1.524,1.564,0.034,-2.376,2017_0713_141736_077_000634,cyclist,912,719,938,772,1.41643,0.661089,1.53386,-1.56655,-0.9999909843679224,0.004246314033782153
441,747,506,787,1.661,0.611,1.598,1.563,0.027,-1.669,2017_0713_141736_077_001015,car,453,750,504,781,4.12134,1.14939,1.309,-1.52149,-0.9987846893121506,0.04928635100746264
713,743,741,807,2.214,0.883,1.604,1.508,0.211,-1.661,2017_0713_141736_077_001015,cyclist,708,740,735,806,1.48078,0.672459,1.79187,1.55508,0.999876501078119,0.015715679806431297
814,746,839,792,3.964,1.614,1.68,1.559,0.048,-2.017,2017_0713_141736_077_001015,cyclist,817,747,836,789,1.35588,0.500468,1.69272,-1.4824,-0.9960955880919915,0.08828125159777507
606,725,703,918,1.42,0.722,1.383,-0.083,-0.331,1.98,2017_0713_141736_077_001015,cyclist,601,714,706,914,1.70764,0.589812,1.69872,-1.42131,-0.9888477098484936,0.14893020757183376
1243,730,1347,847,2.551,0.989,1.568,1.491,0.226,-1.403,2017_0713_141736_077_001015,cyclist,1250,723,1373,824,1.62365,0.735007,1.41408,-0.190706,-0.18955214284186536,0.981870656015372
66,657,190,733,2.018,0.893,1.519,-1.563,-0.036,-2.331,2017_0710_135547_057_000521,car,58,664,183,729,4.06552,1.44723,1.43651,-1.13619,-0.9070358700057011,0.4210533582849103
155,618,515,891,1.471,0.681,1.623,1.538,0.086,-1.309,2017_0710_135547_057_000521,car,166,638,499,870,4.04866,1.41125,1.40034,-1.26891,-0.9547773421195452,0.2973217566461237
853,675,964,752,1.613,0.586,1.47,-0.309,-1.095,1.537,2017_0710_135547_057_000521,car,848,668,977,737,4.21724,1.52333,1.62989,-1.20167,-0.9326429234543231,0.3608007446369445
519,678,560,715,3.724,1.44,1.633,-1.258,-1.107,-1.53,2017_0710_135547_057_000521,car,524,687,556,716,2.01127,1.31387,0.828674,0.489427,0.47012023421077886,0.8826023823815583
560,683,590,745,2.564,1.073,1.547,1.566,0.021,-2.095,2017_0710_135547_057_000521,cyclist,566,679,595,743,1.2678,0.730118,1.67713,1.51928,0.9986733274839312,0.05149354301436797
1076,666,1114,723,4.074,1.556,1.572,-1.148,-1.116,-0.988,2017_0710_135547_057_000521,pedestrian,1077,665,1116,744,0.29239,0.433005,1.55407,1.56829,0.9999968591646428,0.002506324170909503
295,645,352,681,4.32,1.396,1.56,-1.483,-0.205,-1.158,2017_0710_135547_057_000277,car,293,650,352,683,4.1588,1.48295,1.59913,-1.49685,-0.997267215969383,0.07387895473459356
1,624,63,701,2.314,1.879,1.426,0.51,0.377,0.231,2017_0710_135547_057_000277,car,7,623,54,709,1.87592,1.03435,1.65001,-1.12429,-0.9019612313813511,0.4318170180586181
133,649,201,694,4.016,1.585,1.522,-1.471,-0.309,-1.527,2017_0710_135547_057_000276,car,115,652,193,688,4.25344,1.79456,1.77113,-1.22948,-0.9423148708969423,0.33472777609048054
299,650,382,700,4.093,1.482,1.431,-1.386,-0.591,-1.528,2017_0710_135547_057_000276,car,301,657,370,696,4.098,1.52744,1.40223,-1.33401,-0.9720968562613924,0.23457984151822966
1132,641,1179,723,4.214,1.558,1.475,-1.329,-0.661,-1.259,2017_0710_135547_057_000276,pedestrian,1125,641,1167,717,0.444198,0.461741,1.70114,1.52476,0.9989405154450787,0.04602006738718049
78,631,189,698,4.714,1.934,2.342,1.329,0.865,-1.649,2017_0710_135547_057_000178,car,83,628,191,690,4.07997,1.62414,1.69654,-1.16481,-0.9187133188977389,0.3949251038866756
276,643,347,687,3.939,1.498,1.543,-1.479,-0.165,-0.884,2017_0710_135547_057_000178,car,264,646,340,690,4.12256,1.50569,1.51467,-1.22095,-0.9394253959604096,0.3427534469916059
609,638,665,696,8.7,2.141,2.252,-1.147,-1.367,-1.207,2017_0710_135547_057_000178,truck,609,632,684,692,4.45888,1.92811,2.31461,-1.46662,-0.9945785522448741,0.10398799649233678
150,598,321,682,4.684,1.685,1.516,1.497,0.305,-2.054,2017_0710_135547_057_000178,bus,165,600,335,686,12.1475,2.77777,3.14475,-1.2781,-0.9574693725005798,0.28853492115053575
862,625,1140,804,3.642,1.386,1.452,-1.216,-1.007,-1.173,2017_0710_135547_057_000528,car,874,644,1150,794,4.44892,1.56277,1.3553,1.26104,0.9524078762274851,0.30482656921576146
311,646,414,719,4.105,1.652,1.615,-1.453,-0.388,-1.617,2017_0710_135547_057_000528,car,314,646,431,724,4.08267,1.47329,1.40452,-1.36184,-0.9782479460345822,0.20743904183909315
604,645,660,698,4.186,1.599,1.658,-1.489,-0.296,-1.787,2017_0710_135547_057_000528,car,610,649,675,705,4.14656,1.78593,1.57464,-1.52164,-0.9987920710284462,0.04913653275015609
256,643,323,689,3.95,1.358,1.478,-1.564,-0.024,-1.646,2017_0710_135547_057_000528,car,261,646,321,688,4.0844,1.48709,1.5873,-1.33094,-0.9713721163249381,0.23756306873420147
1375,589,1471,839,0.502,0.521,1.675,0.504,0.877,0.555,2017_0710_135547_057_000528,pedestrian,1373,578,1465,874,0.434286,0.538725,1.81684,0.101562,0.10138749073203646,0.9948470117174104
257,687,522,859,2.319,0.943,1.57,-1.56,-0.044,-2.039,2017_0713_141736_077_000660,car,286,701,487,828,3.9924,1.50842,1.67353,-1.2389,-0.945426151409445,0.32583645012663215
652,700,712,780,1.462,0.66,1.576,1.57,0.004,-1.885,2017_0713_141736_077_000660,car,639,713,703,774,3.22587,1.42523,1.63336,1.52671,0.9990283552845582,0.04407204712094001
828,616,1003,796,1.504,0.628,1.531,1.557,0.071,-2.489,2017_0713_141736_077_000660,bus,834,613,1007,796,11.6308,2.55327,2.87588,1.53357,0.9993071803113167,0.03721772935370396
122,626,313,956,9.633,2.353,2.7,-1.565,-0.027,-2.533,2017_0713_141736_077_000660,cyclist,132,674,279,955,1.58699,0.321463,1.46109,-1.21269,-0.936562237493973,0.35050131996938744
517,675,625,902,1.544,0.493,1.621,1.005,0.89,-0.418,2017_0713_141736_077_000660,cyclist,511,686,623,898,1.57971,0.446881,1.67833,-1.26665,-0.9541029572121926,0.29947879230247487
743,711,776,787,4.17,1.515,1.388,1.314,0.643,-1.139,2017_0713_141736_077_000660,cyclist,743,714,770,785,1.15429,0.747196,1.53027,-1.46084,-0.9939608913790332,0.10973489148396612
664,711,703,789,1.757,0.471,1.508,1.379,0.664,-1.646,2017_0713_141736_077_000660,cyclist,674,718,703,785,1.14535,0.733104,1.46085,-1.56688,-0.9999923312020196,0.003916316783718446
29,638,133,721,4.058,1.479,1.483,-1.453,-0.475,-1.978,2017_0710_135547_057_000275,car,11,635,125,698,4.15746,1.62433,1.54853,-1.16609,-0.9192180702828295,0.393748827636999
360,650,418,686,4.157,1.52,1.398,-1.427,-0.455,-1.539,2017_0710_135547_057_000275,car,361,651,409,686,4.34053,1.23833,1.6709,-1.46542,-0.9944530505825602,0.10518141559724362
242,649,306,688,4.068,1.6,1.533,-1.517,-0.117,-1.087,2017_0710_135547_057_000275,car,241,650,306,689,4.05076,1.51954,1.39168,-1.30393,-0.9646020120872302,0.2637099889599691
179,648,240,690,2.759,1.96,1.417,1.387,0.147,-0.382,2017_0710_135547_057_000275,car,173,650,234,685,4.06949,1.69945,1.49121,-1.19963,-0.9319049498030544,0.36270258412722506
566,663,592,687,4.037,1.489,1.404,-1.486,-0.308,-1.797,2017_0710_135547_057_000275,car,568,660,593,682,1.33164,1.06462,1.45373,0.485906,0.46700968350262356,0.8842522013061541
987,648,1027,711,4.132,1.56,1.59,-1.491,-0.234,-1.452,2017_0710_135547_057_000275,pedestrian,979,651,1017,708,0.590002,0.558963,1.7356,0.0466079,0.046591027470928026,0.9989140484342
438,552,536,607,3.951,1.494,1.682,-0.893,-0.846,-0.185,2017_0715_174605_079_002095,car,438,550,553,619,4.16428,1.60448,1.53738,-1.28441,-0.959270954486269,0.2824875853537683
895,520,948,617,4.058,1.553,1.659,-1.023,-0.456,-0.234,2017_0715_174605_079_002095,cyclist,901,528,945,617,1.41161,0.56993,1.67384,1.41295,0.9875681129316947,0.15719167382699212
361,710,504,787,3.782,1.485,1.452,1.416,0.181,-0.566,2017_0713_141736_077_001177,car,375,722,498,786,4.09114,1.50252,1.45578,-1.35245,-0.9762569952849843,0.21661550996439305
1050,736,1124,832,3.771,1.517,1.457,0.994,0.496,-0.22,2017_0713_141736_077_001177,cyclist,1071,724,1132,824,1.43437,0.505662,1.56998,1.37349,0.9805981718288115,0.19602863414815863
482,645,581,731,0.548,0.481,1.686,1.471,0.214,-1.062,2017_0710_135547_057_000480,car,481,647,575,724,4.06655,1.7667,1.68685,-1.50984,-0.9981427383002429,0.06091858483659036
835,651,978,764,4.149,1.519,1.574,-1.158,-1.278,-1.181,2017_0710_135547_057_000480,car,850,656,1003,754,4.13566,1.53101,1.52664,1.31369,0.9671298382455742,0.25428306269802864
128,647,212,698,4.282,1.58,1.539,-1.547,-0.074,-1.547,2017_0710_135547_057_000480,car,129,656,207,697,4.24613,1.64299,1.55902,-1.22415,-0.94051739526497,0.33974553595889406
796,657,888,730,3.664,1.347,1.432,1.376,0.371,-0.903,2017_0710_135547_057_000480,car,785,648,908,735,4.14529,1.66188,1.7683,1.41787,0.9883295401365174,0.15233095579539993
765,664,846,725,2.371,1.069,0.954,0.863,1.117,-0.175,2017_0710_135547_057_000480,car,758,656,835,714,4.20056,1.68979,1.54711,1.50105,0.9975687107830968,0.069689793130344
684,662,716,688,4.385,1.766,1.609,1.569,0.006,-1.844,2017_0710_135547_057_000480,car,678,664,710,689,1.89505,0.750825,0.814807,-1.13863,-0.9080605391174531,0.41883893956713303
591,662,621,690,4.191,1.634,1.573,1.569,0.009,-1.942,2017_0710_135547_057_000480,car,588,663,617,688,1.87372,0.42656,0.808483,-0.0137438,-0.013743367321686843,0.9999055554674458
938,587,1244,822,0.375,0.395,1.651,1.552,0.046,-1.205,2017_0710_135547_057_000480,van,944,611,1203,789,4.41975,1.55437,1.93628,1.2181,0.9384447347200832,0.3454294137391209
1294,521,1690,1042,4.084,1.508,1.495,-1.172,-1.21,-1.178,2017_0710_135547_057_000480,cyclist,1359,577,1646,1003,1.3412,0.483558,1.55804,-0.254015,-0.25129213807486195,0.9679112879503806
755,657,815,710,4.261,1.816,1.576,1.565,0.026,-2.462,2017_0710_135547_057_000480,tricyclist,746,650,820,710,4.21553,1.74997,1.76855,1.53706,0.9994309840985663,0.03372992771666027
1327,624,1377,713,4.357,1.646,1.584,1.568,0.01,-1.965,2017_0710_135547_057_000480,pedestrian,1327,615,1380,707,0.427351,0.532293,1.79674,1.50797,0.9980270754108294,0.06278500415630042
1190,625,1233,698,4.306,1.643,1.812,1.296,0.776,-1.268,2017_0710_135547_057_000480,pedestrian,1185,624,1224,695,0.339408,0.46578,1.6258,1.54674,0.999710660524534,0.024054006601814008
502,616,757,853,4.271,1.591,1.459,1.553,0.076,-2.089,2017_0710_135547_057_000361,car,490,634,766,853,4.32108,1.67203,1.464,1.55946,0.9999357445355389,0.01133608398687526
425,638,555,746,2.459,0.938,1.515,1.518,0.213,-2.005,2017_0710_135547_057_000361,car,416,640,551,739,4.07347,1.40717,1.45709,-1.43141,-0.9903014436225831,0.13893541938263176
809,636,993,763,1.777,0.481,1.696,1.396,0.548,-1.505,2017_0710_135547_057_000361,car,799,640,975,768,4.09975,1.66806,1.57656,1.42361,0.9891876335228637,0.1466554659241747
1057,543,1340,1017,4.638,1.687,1.704,1.519,0.168,-1.631,2017_0710_135547_057_000361,cyclist,1085,589,1324,993,1.20796,0.339349,1.74087,1.09695,0.8898197488110184,0.456312189872127
735,631,798,765,4.239,1.588,1.458,1.562,0.03,-1.656,2017_0710_135547_057_000361,cyclist,748,636,804,773,1.32921,0.494674,1.58155,1.4619,0.994076651935047,0.1086812314873519
1035,677,1463,988,4.336,1.587,1.459,1.285,0.933,-1.447,2017_0713_141736_077_001050,car,1049,703,1451,997,4.21533,1.70891,1.62344,1.20516,0.9338964356606506,0.35754363014928986
83,651,488,933,1.513,0.558,1.589,0.6,1.252,0.487,2017_0713_141736_077_001050,car,121,679,463,942,4.1664,1.47717,1.4804,-1.3179,-0.9681917960368432,0.25020920464074003
963,713,1177,852,1.741,0.614,1.611,1.551,0.061,-1.546,2017_0713_141736_077_001050,car,913,714,1154,866,4.05514,1.51273,1.66523,1.49521,0.9971447134132794,0.07551437288323916
1494,661,1684,923,5.651,1.913,2.187,1.556,0.082,-2.864,2017_0713_141736_077_001050,cyclist,1498,639,1677,911,1.10296,0.387166,1.62639,0.496652,0.4764847107131377,0.8791827571424599
900,700,1034,951,1.303,0.573,1.527,1.565,0.018,-1.5,2017_0713_141736_077_001050,cyclist,892,702,1047,962,1.30847,0.459583,1.65699,1.12295,0.9013817869696462,0.4330252580617064
825,733,883,837,1.646,0.521,1.589,1.41,0.524,-1.569,2017_0713_141736_077_001050,cyclist,808,724,876,855,1.64955,0.670702,1.65867,1.36569,0.9790393343415552,0.20367125917037127
537,731,584,763,1.072,0.568,1.559,1.515,0.269,-2.393,2017_0713_141736_077_000797,car,538,729,579,760,3.83042,1.31227,1.71543,-1.46735,-0.9946541984701278,0.10326192650608235
955,726,1003,761,3.934,1.614,1.856,1.092,0.686,-0.482,2017_0713_141736_077_000797,car,949,729,1001,766,4.57071,1.59726,1.30816,1.34791,0.9752635031560413,0.22104546910490225
760,727,799,804,3.977,1.549,1.653,1.096,1.313,-0.941,2017_0713_141736_077_000797,cyclist,761,729,793,801,1.17652,0.603589,1.52823,-1.43612,-0.9909448425755636,0.13426957575300347
328,541,366,601,0.466,0.494,1.662,-1.444,-0.193,-0.744,2017_0715_174605_079_002142,pedestrian,330,546,369,610,0.259953,0.532926,1.44014,-1.51842,-0.998628673733024,0.052352382927824286
111,613,440,842,0.424,0.465,1.683,1.444,0.451,-1.74,2017_0710_135547_057_000188,car,126,618,415,836,3.68989,1.3307,1.49281,-1.32438,-0.969792813026777,0.2439301125355596
33,643,164,730,0.454,0.519,1.686,1.272,0.495,-0.726,2017_0710_135547_057_000188,car,21,629,165,706,4.107,1.53042,1.54488,-1.13632,-0.9070905992776708,0.42093544006424083
644,635,720,704,4.06,1.508,1.597,-1.167,-0.993,-0.951,2017_0710_135547_057_000188,car,644,651,713,715,4.24542,1.82938,1.67219,1.56001,0.9999418281411397,0.01078611764052561
726,520,979,745,4.265,1.727,1.624,1.54,0.163,-2.653,2017_0710_135547_057_000188,bus,737,514,952,739,12.107,2.69341,3.53182,1.41015,0.9871241055556174,0.15995624473906084
1320,569,1405,768,4.137,1.557,1.501,-1.146,-0.665,-0.585,2017_0710_135547_057_000188,pedestrian,1330,577,1417,792,0.613061,0.578634,1.82109,-1.55299,-0.9998414715517586,0.017805385848499913
1106,606,1162,720,4.331,1.562,1.771,-1.485,-0.257,-1.488,2017_0710_135547_057_000188,pedestrian,1106,618,1168,752,0.475564,0.527467,1.77641,1.42407,0.9892549903787599,0.1462004241126535
1160,616,1216,721,7.433,2.003,2.284,-1.555,-0.075,-2.418,2017_0710_135547_057_000188,pedestrian,1158,615,1209,714,0.432818,0.466654,1.69074,1.27309,0.9560118023295271,0.29332820151947403
107,569,298,669,0.842,0.507,1.631,-1.54,-0.069,-1.119,2017_0715_174605_079_002220,car,133,561,308,674,4.09508,1.8123,1.77151,-1.19945,-0.9318396482414039,0.362870321141502
1138,529,1190,625,4.114,1.628,1.59,-0.952,-1.963,-0.682,2017_0715_174605_079_002220,pedestrian,1141,544,1184,617,0.54278,0.433124,1.34835,0.131661,0.13128094734270054,0.991345203682755
510,728,631,833,1.652,0.706,1.574,-1.567,-0.019,-2.421,2017_0713_141736_077_000945,car,516,740,628,829,4.155,1.57344,1.50277,-1.46046,-0.9939191203572973,0.1101125886907408
185,732,306,804,3.973,1.57,1.641,1.566,0.02,-2.2,2017_0713_141736_077_000945,car,191,736,312,793,4.15978,1.6092,1.44555,-1.18723,-0.9273359090806964,0.37423002515762716
358,740,427,779,0.694,0.484,1.688,1.418,0.499,-1.578,2017_0713_141736_077_000945,car,361,744,416,778,3.41589,1.48797,1.44036,-1.38757,-0.9832609653795095,0.18220283741192167
934,734,1034,814,4.094,1.704,1.491,-1.57,-0.002,-1.933,2017_0713_141736_077_000945,car,940,738,1039,811,4.10976,1.44401,1.43053,1.39681,0.9849025217089333,0.17310985740674673
772,736,809,808,0.652,0.449,1.643,1.43,0.542,-1.875,2017_0713_141736_077_000945,cyclist,785,742,814,804,1.31401,0.713102,1.68403,1.53563,0.9993817284503349,0.03515907904967209
863,716,1000,985,4.187,1.584,1.463,-1.363,-0.29,-0.658,2017_0713_141736_077_000945,cyclist,853,697,1004,969,1.81489,0.640734,1.53635,1.33416,0.9721320323013987,0.23443402435131397
419,713,522,781,4.376,1.555,1.536,-1.38,-0.702,-1.745,2017_0713_141736_077_001173,car,408,716,541,783,3.94432,1.56798,1.62223,-1.02899,-0.8567785849782745,0.5156844542184935
972,652,1204,784,1.688,0.671,1.613,1.533,0.188,-2.464,2017_0713_141736_077_001173,bus,1010,670,1148,783,8.62318,2.17719,2.62674,1.32936,0.9709955543660852,0.2390975395132684
917,736,952,810,9.506,2.411,2.708,-1.475,-0.196,-1.015,2017_0713_141736_077_001173,cyclist,911,734,952,815,1.53659,0.767239,1.69182,-1.51468,-0.9984258920762534,0.056086879318942205
1636,524,1710,586,4.155,1.644,1.588,-1.56,-0.037,-1.804,2017_0715_174605_079_002245,car,1628,503,1713,582,4.23785,1.78321,1.82558,-1.45163,-0.9929080916953985,0.11888448782663817
939,703,1030,765,3.919,1.472,1.426,1.177,1.108,-1.104,2017_0713_141736_077_000643,car,947,698,1045,762,4.18116,1.59519,1.50447,-1.37284,-0.9804705460742311,0.19666598150391712
238,702,362,762,3.996,1.609,1.617,-0.802,-1.075,-0.036,2017_0713_141736_077_000643,car,247,699,361,759,4.05929,1.51225,1.54381,-1.18087,-0.9249370670462895,0.380120273076572
609,699,726,791,7.532,2.114,2.401,-1.546,-0.103,-2.094,2017_0713_141736_077_000643,car,611,696,721,788,4.27991,1.66553,1.5833,-1.42462,-0.9893352509831542,0.14565631178256278
1058,695,1100,783,7.12,2.11,2.444,-1.558,-0.051,-2.027,2017_0713_141736_077_000643,cyclist,1057,688,1095,775,1.51222,0.603397,1.73177,1.55103,0.9998046525229561,0.01976503967744387
47,637,153,705,3.52,1.863,1.547,0.892,0.463,-0.1,2017_0710_135547_057_000278,car,35,637,151,694,4.18377,1.61742,1.5402,-1.10269,-0.8924243077256763,0.45119713538579503
232,648,339,703,1.696,1.875,1.382,0.367,0.747,0.826,2017_0710_135547_057_000278,car,242,645,326,691,4.1611,1.53471,1.45054,-1.28534,-0.9595332530660834,0.2815953413329481
479,699,610,792,4.907,1.705,1.952,1.522,0.243,-2.464,2017_0713_141736_077_000791,car,473,698,609,788,4.33305,1.56367,1.73657,-1.30906,-0.9659421457573675,0.25875813233530015
740,703,799,764,3.855,1.48,1.533,-0.939,-1.82,-0.578,2017_0713_141736_077_000791,truck,722,679,797,765,6.29397,2.06948,2.6355,-1.46136,-0.9940178191365238,0.10921801700758509
911,479,1423,867,3.966,1.532,1.455,1.314,0.701,-1.245,2017_0713_141736_077_000791,bus,975,474,1392,852,12.057,2.46251,3.04407,1.40628,0.986497684413387,0.16377520766900425
197,635,281,692,4.457,1.675,1.58,-1.352,-0.757,-1.622,2017_0710_135547_057_000180,car,186,643,264,687,4.01481,1.45949,1.49194,-1.23258,-0.9433479975215159,0.331804996303772
520,580,617,690,4.272,1.568,1.511,-1.348,-0.936,-1.961,2017_0710_135547_057_000180,truck,530,588,637,700,7.76646,2.51145,3.25533,1.48888,0.9966467334459196,0.0818247438833646
663,626,724,688,9.885,2.324,2.536,-1.407,-0.859,-2.526,2017_0710_135547_057_000180,truck,679,627,734,688,5.7489,1.91667,2.36045,1.51588,0.998492477448727,0.0548887281534492
297,622,398,692,6.126,2.082,2.339,1.556,0.084,-2.768,2017_0710_135547_057_000180,bus,300,607,409,687,11.66,2.4714,2.93824,-1.27199,-0.9556885629858436,0.2943796368264173
724,638,765,724,8.923,2.361,2.697,1.124,1.519,-1.223,2017_0710_135547_057_000180,pedestrian,719,652,763,719,0.558471,0.60806,1.72215,1.47959,0.9958435854688674,0.09107992797818068
1028,721,1083,835,1.596,0.736,1.592,1.541,0.114,-1.925,2017_0713_141736_077_001166,cyclist,1029,725,1084,846,1.36407,0.52767,1.55101,1.49828,0.997371843182956,0.07245278756426882
948,734,982,797,4.014,1.539,1.619,-0.924,-1.806,-0.514,2017_0713_141736_077_001166,cyclist,950,734,982,800,1.34687,0.573941,1.59179,-1.35528,-0.9768661069901965,0.21385183893017623
925,644,1221,821,2.261,1.358,1.212,1.309,0.38,-0.657,2017_0710_135547_057_000326,car,927,667,1217,822,4.47244,1.58664,1.35219,1.2323,0.9432550551445235,0.3320691207328709
726,655,778,700,4.244,1.566,1.641,1.559,0.051,-2.265,2017_0710_135547_057_000326,car,732,664,781,702,4.03999,1.63839,1.34666,1.49643,0.9972360988503395,0.07429780043686282
568,656,595,708,4.103,1.523,1.678,-1.046,-1.18,-0.676,2017_0710_135547_057_000326,cyclist,571,659,596,711,1.52312,0.776571,1.74879,-1.49262,-0.9969457869348195,0.0780967215247444
25,624,139,704,3.883,1.409,1.557,-1.304,-0.512,-0.868,2017_0710_135547_057_000548,car,56,629,175,703,4.05794,1.55725,1.73026,-1.14614,-0.9111803827538655,0.4120076577983949
240,643,297,684,2.693,1.576,1.55,1.37,0.338,-0.795,2017_0710_135547_057_000548,car,234,647,293,680,3.84723,1.39073,1.56372,-1.29043,-0.9609541373494744,0.2767076903718567
0,618,56,703,3.813,1.469,1.572,1.533,0.146,-1.927,2017_0710_135547_057_000548,car,3,627,60,696,3.17777,1.40624,1.63773,-1.22513,-0.9408498942004984,0.3388236659132757
1713,615,1843,693,0.481,0.432,1.616,1.508,0.192,-1.533,2017_0710_135547_057_000548,car,1722,615,1841,683,3.99708,1.48763,1.53301,-1.20581,-0.9341286417182676,0.3569365219777664
470,641,533,780,4.096,1.568,1.606,-1.085,-1.422,-0.97,2017_0710_135547_057_000548,cyclist,472,639,528,771,1.51548,0.490339,1.69681,-1.46797,-0.9947180296879291,0.10264522109559815
1196,628,1270,773,2.614,0.905,1.497,-0.511,-1.069,0.653,2017_0710_135547_057_000548,cyclist,1194,625,1264,783,1.24416,0.343428,1.69724,1.19807,0.9313380000595979,0.3641559139228532
1602,599,1684,789,3.815,1.44,1.457,-1.118,-0.866,-0.679,2017_0710_135547_057_000548,pedestrian,1618,609,1686,760,0.429902,0.522198,1.78792,1.41024,0.9871384976197718,0.15986740292185805
263,485,505,647,0.702,0.699,1.622,0.599,0.613,0.239,2017_0715_174605_079_002200,car,272,487,558,634,4.0537,1.62409,1.44624,-1.03747,-0.861120731278714,0.508400517468278
497,462,853,691,4.025,1.625,1.547,1.077,0.169,-0.111,2017_0715_174605_079_002200,car,469,460,877,690,3.94773,1.42752,1.39459,-0.942635,-0.809109386525497,0.5876580643846674
34,499,230,609,4.108,1.613,1.554,-1.364,-0.648,-1.476,2017_0715_174605_079_002200,car,38,498,233,617,3.8014,1.55361,1.63521,-1.00783,-0.845675713935965,0.5336970927959941
811,629,1022,772,3.008,1.12,1.469,1.517,0.164,-1.525,2017_0710_135547_057_000368,car,821,643,995,772,4.11256,1.69996,1.54301,1.47475,0.9953910962445786,0.09589872531486576
502,619,777,878,4.11,1.529,1.461,1.403,0.455,-1.303,2017_0710_135547_057_000368,car,471,636,792,871,4.21569,1.57391,1.33969,-1.48477,-0.9963020169790658,0.08592025933064433
418,635,554,755,1.647,0.427,1.566,1.194,1.248,-1.331,2017_0710_135547_057_000368,car,398,641,563,763,4.23486,1.43646,1.46747,-1.4733,-0.995250996736892,0.09734194108514072
179,588,481,847,0.707,0.414,1.647,1.334,0.465,-0.906,2017_0710_135547_057_000368,car,114,597,469,817,4.4077,1.78772,1.72592,-1.39028,-0.9837511238832954,0.1795375343997827
1104,615,1215,833,4.279,1.593,1.425,1.547,0.102,-2.131,2017_0710_135547_057_000368,cyclist,1112,652,1205,842,1.5595,0.52561,1.37774,1.34788,0.9752568713531006,0.22107472691052207
1327,592,1383,690,4.917,1.731,1.787,1.555,0.055,-1.739,2017_0710_135547_057_000368,pedestrian,1325,618,1376,705,0.451797,0.540235,1.65551,-1.53898,-0.9994939033693689,0.03181095923518398
953,734,1058,813,4.012,1.531,1.487,1.216,0.904,-1.051,2017_0713_141736_077_000938,car,958,736,1063,812,4.08337,1.50295,1.65227,-1.52283,-0.9988498362939761,0.04794793567503508
277,719,417,817,3.785,1.338,1.676,1.544,0.104,-1.963,2017_0713_141736_077_000938,car,294,731,410,798,4.13851,1.54869,1.62874,-1.17262,-0.9217696337811678,0.3877379814242239
713,747,749,779,3.841,1.484,1.479,1.254,0.545,-0.743,2017_0713_141736_077_000938,car,709,745,750,779,4.14497,1.61902,1.38085,-1.50169,-0.9976131079455904,0.06905133492655814
1005,466,1552,949,4.471,1.755,1.987,-1.115,-0.466,-0.361,2017_0713_141736_077_000938,truck,1047,464,1490,907,7.57068,2.35144,3.25897,1.30622,0.965203378200533,0.26150036082246375
883,727,972,913,3.92,1.659,1.735,-0.988,-1.241,-0.534,2017_0713_141736_077_000938,cyclist,879,743,976,922,1.54575,0.421488,1.48669,1.38713,0.983180700953975,0.18263545458549457
765,735,808,780,4.421,1.705,1.797,1.535,0.152,-2.115,2017_0713_141736_077_000938,tricyclist,775,741,812,781,3.80317,1.59197,1.55346,1.40312,0.9859752302369197,0.16689171746750392
3,693,54,800,1.13,0.594,1.611,-1.547,-0.09,-1.889,2017_0713_141736_077_000970,car,9,723,52,815,2.55855,0.728328,1.38108,-1.23081,-0.9427592252776291,0.3334742016317371
934,679,1103,824,4.3,1.661,1.764,-1.539,-0.11,-1.734,2017_0713_141736_077_000970,van,934,691,1086,819,4.26457,1.49151,1.85062,-1.29701,-0.9627540579612944,0.2703786675739426
530,749,574,796,4.348,1.657,1.706,-1.552,-0.065,-1.767,2017_0713_141736_077_000970,cyclist,523,746,565,788,1.21996,0.354805,1.58222,-0.0367467,-0.03673843059125266,0.9993249159896354
63,639,175,708,4.243,1.724,1.513,1.509,0.286,-2.293,2017_0710_135547_057_000561,car,70,647,190,713,3.89386,1.56015,1.52581,-1.17764,-0.9237044558153815,0.3831058317316637
779,661,864,725,4.383,1.613,1.604,1.342,0.722,-1.469,2017_0710_135547_057_000561,car,798,655,895,728,4.16634,1.71264,1.74584,1.43727,0.99109859729144,0.13312990064947827
932,648,1197,824,4.135,1.574,1.583,-1.148,-1.238,-1.097,2017_0710_135547_057_000561,car,952,646,1190,805,4.18993,1.48461,1.58882,1.3336,0.9720005968243249,0.23497838150169514
236,647,310,693,4.244,1.636,1.585,-1.206,-1.034,-1.154,2017_0710_135547_057_000561,car,241,652,303,693,3.77409,1.52371,1.56656,-1.25547,-0.9506952268750243,0.310126725060976
